unique_id,country,language,degree_major,degree_year,age,gender,spld,stars_test_1,stars_int_1,stars_int_2,stars_int_3,stars_test_3,stars_int_5,stars_test_4,stars_int_6,stars_test_6,stars_help_2,stars_help_3,stars_int_11,stars_test_8,stars_help_4
653b5400,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,5,4,3,5,5,5,4,5,5,4,4,4,5
65ffc944,England,English,Psychology,1st Year,26+,Female/Woman,I do not have an SpLD,2,2,1,1,2,1,3,1,3,2,1,2,3,2
669f1cdf,England,English,Psychology,2nd Year,NA,Female/Woman,I do not have an SpLD,1,1,2,1,2,1,2,1,2,1,1,1,1,1
67a17bf1,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,5,4,5,5,4,5,3,5,5,4,5,4,3
6a287d4c,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,2,1,2,2,1,4,2,4,2,1,1,2,2
6b82c40f,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,1,1,1,2,1,2,1,2,1,1,1,1,1
6b948345,England,English,Psychology,2nd Year,22-25,Female/Woman,NA,5,4,3,4,5,3,5,3,5,4,3,4,5,4
7033d0c8,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,5,2,3,5,1,5,1,5,2,2,5,5,2
72cfabfa,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,3,2,4,5,3,5,4,5,3,4,4,5,3
7404cd99,England,English,Psychology,2nd Year,18-21,Female/Woman,NA,4,3,4,4,5,4,5,4,5,4,4,5,5,4
7558322c,England,English,Psychology,2nd Year,26+,Female/Woman,I do not have an SpLD,3,2,3,1,5,1,4,1,4,3,2,1,5,2
75fcb5fc,England,English,Psychology,1st Year,26+,Female/Woman,I do not have an SpLD,2,1,1,1,4,1,4,2,3,2,1,1,1,1
8011a1b9,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,4,4,4,5,2,5,4,4,4,4,4,4,3
811bd6f9,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,3,4,5,5,1,5,5,5,5,5,5,4,5
85752410,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,5,4,4,5,2,3,5,4,1,3,4,4,3
8a55b5f6,England,English,Psychology,2nd Year,22-25,Male/Man,I do not have an SpLD,4,4,4,4,4,3,4,4,4,3,2,4,5,3
8fb12735,England,English,Psychology,2nd Year,18-21,Female/Woman,ADHD/ADD,5,5,5,4,5,5,5,5,5,5,3,5,5,3
95716f25,England,English,Psychology,2nd Year,18-21,Male/Man,I do not have an SpLD,4,3,3,3,4,2,4,3,4,3,3,3,4,3
96465f19,England,English,Psychology,NA,NA,NA,NA,4,1,2,2,5,3,5,2,5,4,4,2,5,4
980a7513,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,2,3,1,2,1,4,5,3,3,3,4,4,1
a0696677,England,English,Psychology,2nd Year,18-21,Male/Man,I do not have an SpLD,4,3,3,2,4,1,4,3,3,3,3,4,3,3
a3cb37d3,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,2,4,2,5,1,5,4,5,3,3,3,3,2
a4ff162d,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,1,1,2,1,1,1,2,1,1,1,1,1,1,1
a5057975,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,2,3,2,3,4,3,3,4,3,3,2,1,2
a7798a57,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,5,2,2,5,4,5,4,5,2,4,4,4,2
a77a8924,England,English,Psychology,2nd Year,22-25,Another Gender,I do not have an SpLD,4,5,4,4,4,3,2,4,4,4,5,4,5,5
b07a155f,England,English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,3,4,3,3,3,2,4,4,3,3,3,4,3,4
b0b12f67,England,English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,2,2,2,1,2,1,1,2,2,1,1,2,1,1
b24b4fbc,England,English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,5,2,3,2,5,5,5,3,4,2,1,2,3,1
b3a1c39c,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,4,3,5,4,4,5,4,5,5,4,5,5,4
b6f9155a,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,3,3,1,5,4,4,3,5,2,1,1,5,1
ba6dc64d,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,1,1,1,4,1,4,1,3,1,1,1,2,1
bfa126ff,England,English,Psychology,1st Year,26+,Female/Woman,I do not have an SpLD,4,2,3,2,3,2,4,4,5,2,3,4,2,3
c31447f4,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,1,3,2,4,1,4,1,4,5,5,1,4,5
c616355c,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,1,3,3,3,3,1,2,1,2,1,2,4,4,1
c7bc7d98,England,English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,4,3,2,3,5,1,5,3,5,3,3,3,5,2
c973265d,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,1,3,2,4,2,4,3,4,2,3,1,3,2
c997af74,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,4,4,2,5,1,3,2,4,1,1,3,3,1
ca407fb0,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,1,1,1,1,3,1,3,1,3,1,1,1,2,1
caf8f9ff,England,English,Psychology,2nd Year,22-25,Male/Man,I do not have an SpLD,4,4,3,3,3,2,2,2,3,3,2,2,1,2
cc35af02,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,5,5,4,5,5,5,5,5,4,4,4,5,4
cd2bffac,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,3,4,3,5,2,5,3,5,4,3,3,4,3
cf3bafa7,England,English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,2,3,4,3,2,4,2,4,2,2,2,4,3,3
d0ff262f,England,English,Psychology,2nd Year,26+,Female/Woman,I do not have an SpLD,4,4,3,4,5,1,4,3,5,3,1,3,2,2
d394f5bf,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,3,4,4,3,1,3,4,4,1,3,4,3,1
d3a47432,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,3,2,2,5,2,5,4,5,2,3,4,4,2
d4f8b00b,England,English,Psychology,2nd Year,18-21,Female/Woman,Dyslexia,3,3,5,3,5,5,4,3,5,4,4,3,5,4
d597197f,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,5,5,5,5,5,5,5,5,4,5,5,5,4
d6d2b256,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,1,1,2,1,5,1,5,1,5,5,5,1,4,4
d6d906da,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,1,3,3,4,1,4,3,4,3,3,1,5,4
d9f8d7f8,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,3,2,4,5,1,5,3,4,5,4,3,3,3
db3b1ddf,England,English,Psychology,1st Year,22-25,Female/Woman,ADHD/ADD,5,5,5,5,5,3,5,4,5,4,5,5,5,5
dbf0a310,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,4,5,4,5,5,3,5,4,5,3,4,4,4
dca77bcf,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,4,4,3,5,4,5,4,5,3,3,4,3,4
dcac7264,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,3,3,3,4,2,3,3,2,3,2,2,3,3
f19fa163,England,English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,2,1,2,1,3,1,2,1,2,2,1,1,2,1
f2c61fa0,England,English,Psychology,2nd Year,18-21,Male/Man,I do not have an SpLD,3,1,2,1,3,1,1,2,3,1,1,2,4,1
f499bca7,England,English,Psychology,2nd Year,18-21,Female/Woman,NA,4,3,3,2,5,2,5,2,5,5,5,3,4,5
f7bc35b6,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,1,1,1,4,2,4,1,1,1,1,1,2,1
f96a2392,England,English,Psychology,2nd Year,18-21,Male/Man,I do not have an SpLD,3,1,2,2,4,1,4,2,4,1,1,2,3,2
fa2dbdf0,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,4,4,5,4,4,5,4,4,4,4,4,4,3
fa999c81,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,2,2,2,4,3,5,2,5,2,2,4,1,2
faaf39b9,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,3,4,3,5,3,4,5,4,4,4,5,5,4
fd313d5d,England,English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,3,5,1,2,1,5,5,5,4,1,4,1,1
ff13f3c4,England,English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,5,5,5,5,1,5,5,5,4,5,5,4,4
ff1fbb73,England,English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,3,1,1,1,3,1,4,1,3,3,3,1,1,3
ff275c90,England,English,Psychology,1st Year,22-25,Female/Woman,I do not have an SpLD,3,2,3,3,3,3,5,2,3,4,1,3,1,2
00dcc664,Germany,Non-English,Psychology,2nd Year,22-25,Male/Man,I do not have an SpLD,3,2,3,2,4,1,1,1,2,3,3,2,2,1
031dd83c,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,ADHD/ADD,1,1,2,1,2,1,2,1,2,1,1,1,1,1
0c7fbcb1,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,1,2,4,1,4,1,4,2,1,2,3,2,4,1
0d712c7a,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,1,1,1,3,1,3,1,3,1,1,1,1,1
155363ac,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,1,3,2,1,2,2,2,2,2,2,1,2,1,1
22f577f2,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,2,1,2,4,1,4,1,5,1,1,1,1,1
24bd7599,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,2,3,1,5,1,5,3,5,3,2,1,2,2
2fa2f198,Germany,Non-English,Psychology,1st Year,26+,Male/Man,I do not have an SpLD,2,2,1,1,4,1,4,2,3,3,2,1,2,1
31d28c03,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,NA,5,3,1,1,5,1,4,3,4,2,2,2,2,1
362b10f2,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,1,1,1,4,1,3,2,4,2,1,1,4,1
3705504d,Germany,Non-English,Psychology,2nd Year,18-21,NA,I do not have an SpLD,4,1,1,2,5,1,5,2,5,5,1,2,2,2
37c01585,Germany,Non-English,Psychology,1st Year,26+,Female/Woman,NA,3,1,1,1,3,1,3,1,3,1,1,1,2,1
396ba667,Germany,Non-English,Psychology,2nd Year,26+,Male/Man,I do not have an SpLD,2,1,1,1,2,1,2,1,2,2,1,1,3,1
39866d23,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,1,1,2,1,2,1,2,2,1,2,1,1,1,1
3b92fcf7,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,2,3,1,3,1,2,2,2,2,1,2,2,1
3c9db260,Germany,Non-English,Psychology,1st Year,22-25,Female/Woman,I do not have an SpLD,3,1,2,1,5,1,5,3,5,2,2,2,1,1
440fb2b1,Germany,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,1,2,2,1,3,1,3,1,2,2,3,2,1,1
4bfb9a85,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,4,2,1,4,1,4,1,5,3,2,1,1,1
5024c7f7,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,1,2,2,3,2,1,2,2,1,2,2,1,3
553521b2,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,1,2,1,4,1,3,2,3,3,4,1,1,1
5ad2ddd6,Germany,Non-English,Psychology,1st Year,22-25,Female/Woman,I do not have an SpLD,5,3,2,3,5,3,5,3,5,4,3,3,3,3
5c87b10c,Germany,Non-English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,3,2,3,1,4,1,3,2,4,2,2,1,2,1
5d106b73,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,1,1,1,1,2,1,2,1,1,1,1,1,1,1
5fdb20a0,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,4,3,1,4,1,4,2,4,2,2,2,1,1
606185ff,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,3,3,2,4,3,4,2,4,2,2,3,1,2
60f13774,Germany,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,5,3,3,1,5,1,5,2,5,2,1,2,5,2
69a397b5,Germany,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,3,3,1,5,1,5,1,5,3,3,3,1,3
6d5d6f82,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,3,2,1,2,1,3,2,3,3,1,1,1,1
701514af,Germany,Non-English,Psychology,2nd Year,18-21,Another Gender,ADHD/ADD,4,5,3,1,5,1,3,5,5,5,2,2,3,2
742faafb,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,2,2,1,5,1,5,2,5,3,2,1,2,1
777fcf28,Germany,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,3,3,3,2,4,1,4,2,4,2,1,3,2,1
77a84b23,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,2,3,2,3,3,3,2,2,3,1,1,3,1
7824689c,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,1,2,1,5,1,5,3,5,2,3,1,2,2
7866dba2,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,1,3,1,4,2,4,1,5,2,1,1,4,1
78a269ac,Germany,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,2,2,2,1,4,1,3,2,4,2,2,1,1,1
7af6c2dc,Germany,Non-English,Psychology,1st Year,22-25,Female/Woman,I do not have an SpLD,5,3,4,2,5,3,5,4,5,5,4,4,4,4
7d3ca436,Germany,Non-English,Psychology,4th Year,22-25,Female/Woman,I do not have an SpLD,3,2,2,2,4,1,4,3,4,5,4,2,3,4
8085029a,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,1,2,1,3,1,3,2,3,3,3,1,1,3
80d90b1a,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,4,3,2,5,1,5,2,5,3,2,2,4,2
8123040f,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,2,1,1,5,2,5,1,5,2,2,1,1,2
8a099fca,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,2,2,1,3,1,4,2,3,1,1,1,1,1
8a61b348,Germany,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,3,1,1,1,4,1,4,2,4,2,1,1,1,2
8bb41bff,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,2,2,1,3,2,3,3,3,3,2,2,2,2
8cfcdfdd,Germany,Non-English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,1,1,1,1,2,1,1,1,3,1,1,1,1,1
9130cca8,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,4,4,4,5,1,2,5,5,2,2,2,3,2
918fbcbf,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,4,3,2,5,1,5,3,5,4,2,2,2,1
941b9fd7,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,2,2,1,4,1,4,3,4,3,2,1,1,1
943c276b,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,1,1,1,4,1,3,1,4,2,1,1,1,2
957f04c5,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,1,2,1,4,1,3,2,4,2,1,1,2,1
985b0f77,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,1,2,1,3,1,3,1,3,1,1,1,2,1
98bf2cd2,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,2,1,1,3,1,3,1,3,2,2,1,2,2
9a59d1c1,Germany,Non-English,Psychology,4th Year,22-25,Female/Woman,I do not have an SpLD,1,1,1,1,2,1,1,1,1,2,1,1,1,1
9fb12caf,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,1,2,1,4,1,5,1,5,1,1,1,2,1
a1268da2,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,4,3,2,5,1,5,3,4,4,3,1,4,2
a3bcb45a,Germany,Non-English,Psychology,4th Year,22-25,Female/Woman,I do not have an SpLD,2,3,1,1,3,1,3,2,2,2,1,1,1,1
a43cd350,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,1,1,1,3,1,2,1,1,2,2,1,1,1
a91afd2c,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,1,2,1,3,1,2,2,2,2,2,1,1,3
a938815a,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,3,3,2,3,1,3,2,3,4,4,2,2,2
af5c29fb,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,1,1,1,2,1,2,1,3,2,1,1,1,1
b4d447a5,Germany,Non-English,Psychology,2nd Year,22-25,Male/Man,I do not have an SpLD,3,1,3,1,4,1,3,2,3,2,1,2,2,1
b730453d,Germany,Non-English,Psychology,1st Year,18-21,Male/Man,"Dyslexia, ADHD/ADD, Dysgraphia/Dysorthography",1,1,1,1,3,1,1,1,3,1,1,1,1,1
bafff5af,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,1,1,1,1,2,1,2,1,2,1,1,1,1,1
bc4f702f,Germany,Non-English,Psychology,1st Year,22-25,Male/Man,I do not have an SpLD,2,2,2,3,2,2,2,1,2,3,2,3,3,1
c1853fb3,Germany,Non-English,Psychology,1st Year,22-25,Male/Man,I do not have an SpLD,3,2,2,2,4,1,4,1,4,4,2,1,2,1
c1c1f6c5,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,3,2,1,3,1,2,2,3,2,1,2,1,1
c81a4cab,Germany,Non-English,Psychology,3rd Year,26+,Female/Woman,I do not have an SpLD,5,2,2,1,5,1,5,1,5,1,1,1,4,1
cf410d20,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,1,1,1,2,1,2,1,2,3,2,2,1,1
cf4af80f,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,4,4,4,4,5,4,3,4,3,2,4,1,2
d29fb437,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,3,4,2,3,1,4,4,4,1,4,3,3,4
d6618bf2,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,2,2,1,5,1,5,2,5,2,2,3,5,1
d919f727,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,1,1,2,1,3,1,3,2,3,3,2,1,1,2
da6985f1,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,3,3,2,5,1,5,4,4,3,2,2,1,2
f40a3723,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,3,3,1,5,1,4,3,5,4,3,2,2,2
f4da62f6,Germany,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,2,2,1,1,3,1,3,1,2,2,1,1,1,1
f7ff5030,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,1,2,1,5,1,4,2,3,2,2,1,2,2
f9a76f94,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,1,1,1,4,1,4,1,4,1,1,1,1,1
fa130d24,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,1,2,1,1,2,1,2,1,2,2,2,1,1,1
fab2336f,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,3,4,1,5,2,4,4,5,4,3,3,3,2
ffdfcd2f,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,4,2,1,5,1,4,2,5,2,2,2,3,1
0db2f681,Germany,Non-English,Education,3rd Year,18-21,Female/Woman,I do not have an SpLD,3,1,2,1,4,2,4,2,4,4,2,1,1,2
156037af,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,1,1,1,1,2,1,3,1,2,2,1,1,2,1
2a05f1fb,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,2,2,1,4,1,4,1,4,3,1,2,1,2
2d8fbc2d,Germany,Non-English,Psychology,4th Year,22-25,Male/Man,I do not have an SpLD,1,1,1,1,2,1,2,1,2,1,1,1,1,1
3344b1ff,Germany,Non-English,Psychology,1st Year,NA,Female/Woman,I do not have an SpLD,5,3,5,2,5,1,5,2,5,3,3,2,4,3
395168d6,Germany,Non-English,Social Sciences,1st Year,18-21,Female/Woman,I do not have an SpLD,2,1,1,1,2,1,2,1,3,3,2,2,2,2
3a53ff67,Germany,Non-English,Psychology,2nd Year,18-21,Male/Man,I do not have an SpLD,1,1,2,1,4,2,4,1,4,3,3,2,1,3
4910dbc6,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,1,3,2,2,1,4,1,1,2,3,2,2,1,1
55a3cfc4,Germany,Non-English,Psychology,4th Year,18-21,Female/Woman,I do not have an SpLD,2,1,2,1,2,1,2,1,2,1,1,1,1,1
5ac50af9,Germany,Non-English,Social Sciences,3rd Year,18-21,Female/Woman,I do not have an SpLD,3,2,2,1,3,1,4,2,4,3,2,2,1,2
6d3fa263,Germany,Non-English,Psychology,3rd Year,22-25,Female/Woman,"Dyslexia, Dysgraphia/Dysorthography",1,1,1,1,2,1,1,1,2,2,1,1,1,1
74dff69f,Germany,Non-English,Social Sciences,4th Year,22-25,Female/Woman,I do not have an SpLD,4,4,4,2,5,1,5,3,5,4,2,3,1,1
78b1bb23,Germany,Non-English,Psychology,4th Year,22-25,Female/Woman,I do not have an SpLD,2,1,2,1,3,1,2,1,2,2,2,1,1,1
8a64981f,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,2,2,1,4,2,3,2,4,2,1,1,2,1
9c8196bb,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,1,2,2,4,1,4,3,4,3,2,2,1,2
9db6ca86,Germany,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,1,2,1,1,2,1,1,2,2,2,1,1,1,1
9dc610cc,Germany,Non-English,Social Sciences,3rd Year,22-25,Male/Man,I do not have an SpLD,2,1,1,1,2,1,2,1,2,3,2,1,2,2
afc6b913,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,4,3,1,2,1,2,3,2,5,4,2,2,4
c5373cf5,Germany,Non-English,Psychology,2nd Year,22-25,Male/Man,I do not have an SpLD,2,1,2,1,3,1,3,2,3,2,1,1,2,1
c7898807,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,1,2,1,3,1,3,1,3,3,2,2,1,1
d49f2fff,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,2,2,1,3,1,4,2,4,3,2,2,3,2
d98f5c77,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,4,4,2,5,2,5,4,5,4,4,4,4,3
dbfac8c5,Germany,Non-English,Psychology,2nd Year,22-25,Female/Woman,NA,5,3,2,2,5,2,5,3,4,4,3,3,2,3
00053fb5,Spain,Non-English,Education,2nd Year,22-25,Female/Woman,I do not have an SpLD,3,4,3,3,4,4,4,4,3,1,2,3,4,2
009f77c7,Spain,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,3,2,2,4,2,5,2,4,1,2,3,4,2
0634d0a4,Spain,Non-English,Education,2nd Year,26+,Male/Man,I do not have an SpLD,2,2,1,3,2,2,3,2,3,1,1,2,4,1
093df40b,Spain,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,4,4,1,1,5,4,5,3,5,1,1,4,4,2
0d6188b6,Spain,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,5,3,5,3,1,4,3,4,3,3,4,4,5
10214ff1,Spain,Non-English,Education,2nd Year,18-21,Female/Woman,"Dyslexia, Dyscalculia",3,1,1,1,2,1,4,1,3,2,1,1,1,1
12652dfa,Spain,Non-English,Education,2nd Year,26+,Male/Man,I do not have an SpLD,3,3,3,2,3,1,3,3,3,1,1,3,2,1
15577949,Spain,Non-English,Education,2nd Year,18-21,Male/Man,I do not have an SpLD,2,1,1,1,3,1,3,1,2,1,1,1,3,1
1f55c334,Spain,Non-English,Education,2nd Year,18-21,Male/Man,Dyslexia,2,1,1,1,2,1,3,2,2,3,1,2,1,1
1f7f996b,Spain,Non-English,Education,4th Year,22-25,Female/Woman,I do not have an SpLD,5,5,5,1,5,1,5,4,5,5,5,5,3,4
2c7f979c,Spain,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,3,2,2,4,2,3,2,3,1,3,3,4,1
2f699cf1,Spain,Non-English,Education,2nd Year,18-21,Male/Man,I do not have an SpLD,4,4,3,4,5,3,4,3,5,4,4,4,4,2
2fbcd8bb,Spain,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,2,1,1,3,1,4,1,3,1,1,1,5,1
30586023,Spain,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,1,3,3,5,1,5,1,5,1,3,1,5,1
30d30197,Spain,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,4,4,1,5,1,5,4,5,4,3,5,5,4
33bf5c2f,Spain,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,2,3,2,4,1,4,1,4,1,1,3,3,1
392afb11,Spain,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,3,3,3,5,4,5,2,5,1,1,3,5,1
3f58ba00,Spain,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,4,4,2,5,2,5,4,5,4,4,5,5,2
430ff415,Spain,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,2,2,2,4,3,4,3,3,2,3,3,3,2
44f39714,Spain,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,1,1,2,3,2,2,3,1,2,3,2,2,4,1
497a4c73,Spain,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,4,3,3,4,3,3,4,4,4,3,3,4,2
