stars_test_1,stars_test_2,stars_test_3,stars_test_4,stars_test_5,stars_test_6,stars_test_7,stars_test_8,stars_help_1,stars_help_2,stars_help_3,stars_help_4,stars_int_1,stars_int_2,stars_int_3,stars_int_4,stars_int_5,stars_int_6,stars_int_7,stars_int_8,stars_int_9,stars_int_10,stars_int_11
5,4,5,5,5,5,2,4,2,3,2,2,4,3,3,3,5,4,3,4,5,5,4
3,3,3,1,4,5,4,4,3,3,2,2,1,1,1,2,1,2,2,3,1,1,1
2,3,5,4,3,4,3,4,2,2,3,2,2,3,2,2,2,4,2,2,2,2,2
4,4,4,4,3,5,4,4,4,2,2,4,4,3,4,3,3,4,3,3,2,3,4
2,2,3,3,2,3,2,2,2,2,3,3,2,1,3,2,1,3,2,2,2,2,3
5,3,5,5,5,5,1,5,5,5,5,5,2,2,1,3,1,3,2,2,1,3,3
3,2,5,5,4,5,1,2,3,2,4,3,2,3,1,3,1,3,2,2,1,2,2
5,2,5,5,4,5,3,4,2,2,2,2,2,2,1,4,1,2,1,2,1,2,1
2,2,3,3,4,2,2,4,2,2,3,3,3,3,2,2,3,3,2,2,4,2,3
2,2,3,2,3,2,2,1,1,1,2,1,2,2,1,3,1,1,2,2,2,1,2
4,3,4,4,3,4,3,2,2,2,4,3,3,3,2,3,2,3,2,3,3,2,3
4,4,5,5,3,5,3,3,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2
4,3,5,4,4,2,2,3,2,2,2,2,3,4,4,4,1,3,3,3,3,3,4
5,5,5,5,4,5,5,4,4,4,4,4,4,5,4,5,3,4,4,4,4,4,4
3,3,4,3,3,4,3,3,3,3,3,3,1,2,2,3,1,2,1,2,1,2,2
4,3,4,4,3,4,3,3,2,2,2,2,2,3,3,4,2,3,2,4,2,3,3
3,2,4,4,2,4,3,3,4,5,4,4,2,4,2,4,1,3,5,3,3,3,2
5,4,5,5,5,5,5,4,2,4,4,5,5,3,5,5,3,5,5,4,1,5,4
3,3,5,4,3,4,2,3,2,2,2,2,3,3,3,4,3,3,3,3,2,2,4
5,3,4,5,3,5,2,3,1,1,2,1,3,2,3,3,2,3,3,3,2,3,4
3,4,4,3,4,3,2,5,1,2,1,2,5,3,2,3,1,4,2,4,1,2,2
4,3,4,3,4,4,3,3,2,2,3,3,3,4,4,3,3,1,3,3,1,3,2
4,3,5,5,5,5,4,4,4,4,5,4,5,4,5,4,5,4,4,4,4,5,5
4,3,4,4,4,4,2,5,3,2,2,2,4,4,3,3,3,3,3,3,2,3,4
4,1,3,4,4,2,2,2,1,3,3,1,1,2,1,1,1,3,1,3,1,4,4
4,4,5,5,4,5,3,5,3,4,4,2,3,5,3,3,1,3,4,2,2,4,4
3,2,4,4,5,4,4,2,2,2,4,4,2,4,3,4,1,3,2,4,3,3,2
4,5,5,5,2,5,5,5,3,4,2,2,2,4,4,4,2,4,4,3,2,2,5
2,2,5,5,3,5,3,2,2,2,4,2,3,4,3,4,3,2,2,5,3,5,4
5,4,5,5,5,5,2,5,5,4,4,4,4,5,4,5,4,5,3,4,4,4,4
4,3,5,4,4,5,2,4,1,1,1,1,1,2,1,3,3,1,3,2,2,1,2
5,3,5,5,5,5,1,5,3,3,2,2,3,4,1,2,2,2,4,1,1,3,3
2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,1,2,2,4,3,3,3
3,3,5,5,5,5,3,3,3,4,5,3,3,4,3,4,2,3,3,3,4,3,3
5,5,5,4,4,5,3,5,5,4,4,4,3,4,2,3,2,4,4,2,2,3,3
4,3,4,5,5,5,3,5,4,5,5,4,1,1,1,2,1,3,1,1,1,4,1
5,4,5,5,5,5,4,5,5,4,4,4,4,4,5,4,1,4,4,4,3,4,4
2,4,3,4,2,4,2,4,4,2,2,2,4,4,4,4,2,3,3,4,4,2,3
2,3,4,2,3,3,1,2,1,1,1,1,2,2,3,3,2,2,2,3,2,1,3
2,2,5,5,3,5,1,4,4,4,4,3,3,3,3,4,3,2,1,3,1,3,2
5,3,5,5,2,5,4,5,2,2,3,3,3,3,2,4,3,3,3,3,4,2,3
4,4,5,4,5,4,4,2,3,3,2,2,4,5,4,5,5,4,5,5,4,5,5
3,3,4,4,3,3,3,4,4,5,5,4,3,2,3,3,1,3,3,3,4,2,3
3,1,3,3,3,2,1,1,2,2,2,2,2,2,1,2,1,2,2,3,2,1,1
4,3,4,4,3,4,3,4,1,1,2,1,3,1,2,3,2,3,2,3,1,2,2
4,3,5,5,4,5,4,4,2,2,2,2,4,4,3,4,1,4,3,3,1,3,3
4,4,5,5,3,5,4,4,2,2,2,3,4,1,3,4,3,2,1,5,1,3,4
4,4,5,4,1,4,1,4,2,2,4,3,2,1,4,3,3,2,3,4,4,3,4
4,3,5,4,5,3,3,3,1,1,3,1,4,3,4,5,4,3,2,5,2,2,4
4,4,5,5,4,5,3,4,3,2,2,2,2,3,2,3,3,2,3,2,3,3,3
3,3,4,5,5,4,4,4,2,2,4,3,2,3,2,4,5,3,1,2,1,2,2
4,4,5,5,4,4,2,5,4,4,3,3,2,2,2,2,2,2,2,2,2,3,2
4,3,4,5,3,5,2,4,3,3,2,2,2,2,2,4,3,3,3,2,4,1,2
4,2,5,5,5,4,4,2,2,2,2,2,4,3,3,4,3,2,2,4,4,2,3
4,3,5,5,4,5,5,5,4,4,5,4,3,4,1,5,1,5,4,5,2,1,3
4,3,3,2,2,2,3,2,1,1,1,1,2,2,2,2,1,2,2,3,2,2,2
4,4,4,3,3,4,3,3,2,3,3,2,4,2,3,4,4,3,2,2,2,4,4
3,4,3,3,3,4,3,3,2,3,3,3,3,3,2,4,3,2,3,4,3,4,4
4,3,5,2,4,5,3,3,1,2,1,1,2,3,1,3,2,3,2,3,3,1,3
5,4,5,4,5,5,5,5,5,5,4,4,4,3,3,5,4,4,4,4,5,5,5
4,2,4,5,5,4,2,3,1,1,1,1,3,3,3,3,1,3,3,3,2,2,3
5,4,5,5,5,4,5,4,5,5,4,4,3,3,3,5,3,3,4,2,2,4,5
3,5,4,4,2,4,1,2,1,1,1,1,5,3,5,4,3,4,5,5,1,1,5
2,3,3,4,4,3,3,4,1,2,3,1,4,3,3,3,3,3,2,3,2,4,5
5,4,5,5,5,4,5,5,2,5,4,5,2,3,3,5,2,5,5,2,3,1,5
5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,2,3,4,4
3,4,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,3,3,2,3,1
4,4,5,5,5,5,4,4,4,3,4,5,4,4,4,4,2,4,3,5,2,2,4
5,5,5,5,4,5,3,4,4,4,3,3,5,5,4,5,2,4,5,4,1,4,5
4,4,5,2,4,5,5,4,1,1,2,1,4,3,3,3,3,4,3,2,3,2,4
5,4,5,5,5,5,2,5,3,3,4,4,3,4,4,4,3,3,4,3,2,4,4
4,3,5,5,3,5,4,3,2,2,2,3,3,4,3,3,2,3,4,2,1,3,3
4,2,4,5,3,4,2,4,3,3,4,2,3,3,2,4,2,2,3,1,2,3,2
2,2,4,2,2,4,2,3,2,1,4,2,4,1,2,1,2,2,1,2,2,1,2
4,4,5,4,3,4,4,5,4,5,5,4,4,2,4,4,4,5,4,4,4,2,5
3,3,4,4,5,4,2,4,3,4,4,3,2,4,3,3,2,3,4,5,2,4,4
3,1,3,3,2,4,2,1,1,1,1,1,2,1,2,3,2,1,2,1,3,2,2
5,4,5,5,3,5,2,3,5,5,5,4,3,4,3,5,2,4,3,5,3,3,3
2,3,5,5,2,5,3,4,2,5,4,2,2,1,1,2,3,1,1,1,1,1,1
2,1,3,3,3,3,1,2,1,1,1,1,1,2,1,2,4,2,1,1,2,2,2
3,2,4,3,4,4,1,2,3,3,2,2,2,2,1,5,1,3,1,1,1,1,3
3,1,2,2,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,2,1,1
2,1,3,4,3,3,3,1,2,2,3,2,1,2,1,4,1,1,1,2,1,1,1
5,3,4,4,5,4,1,3,2,3,4,5,4,4,3,3,3,3,2,4,2,4,2
2,3,3,3,4,3,2,1,4,3,2,1,1,2,2,5,2,3,2,2,4,1,3
2,2,4,5,4,4,1,4,5,4,3,3,2,2,2,4,1,2,2,2,1,3,3
3,2,3,3,2,2,1,1,4,3,3,3,2,3,1,2,2,3,1,1,3,1,1
3,3,5,5,4,5,4,5,5,5,5,4,1,2,1,4,1,2,1,3,1,1,1
2,2,2,4,4,4,1,3,3,3,3,3,1,4,2,3,1,3,2,3,1,3,2
3,3,4,3,4,2,1,2,2,2,2,2,1,1,1,2,1,3,1,3,1,2,1
2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,4,2,3,1,3,1,2,2
2,1,3,3,2,3,1,3,1,1,1,1,2,3,1,3,1,1,3,2,2,2,3
3,2,3,3,3,1,4,3,2,1,1,3,3,4,4,2,3,1,2,3,2,2,5
2,3,4,5,3,2,2,3,3,3,3,4,2,2,2,4,1,2,1,2,1,1,1
2,2,4,1,2,3,1,3,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1
4,3,5,4,4,5,2,3,4,4,4,3,4,4,4,4,2,3,3,3,3,3,4
3,3,5,5,5,5,3,3,5,4,4,3,5,5,4,5,5,4,5,3,5,5,5
2,3,4,4,2,4,4,2,3,2,3,2,2,4,2,4,1,2,2,4,3,1,3
5,4,5,4,5,3,3,2,5,4,5,5,5,5,1,3,4,5,3,5,2,1,3
4,3,5,5,5,3,4,5,3,2,2,2,4,3,2,5,1,1,5,1,2,3,3
4,2,5,4,3,4,2,3,2,2,2,2,2,3,2,3,2,3,3,3,2,3,3
2,3,4,2,4,4,1,1,2,3,4,4,4,3,2,5,1,5,3,3,1,3,3
4,3,4,4,2,4,1,4,4,4,4,4,2,3,1,5,1,3,2,3,1,2,2
3,3,4,4,4,4,2,2,3,3,2,2,3,3,2,4,3,2,2,2,4,3,3
5,4,4,4,4,5,4,3,2,3,3,3,3,5,4,4,1,3,3,5,3,4,3
3,1,3,3,3,2,1,1,5,4,2,5,1,2,2,2,1,1,1,1,1,1,2
4,4,5,5,4,5,3,4,4,4,4,3,4,4,4,5,3,4,5,4,2,3,2
2,2,4,2,2,4,2,1,2,2,2,3,3,2,2,4,1,2,3,1,2,3,2
3,3,4,4,3,4,4,5,5,4,4,3,4,3,2,4,3,4,2,2,1,5,2
3,3,4,4,3,3,4,4,5,3,3,5,2,2,2,3,1,3,3,2,2,2,2
2,2,3,1,2,1,1,2,2,2,2,2,2,1,1,4,2,2,2,2,1,1,1
3,2,4,3,3,3,3,3,1,1,1,1,3,3,1,2,1,3,2,3,1,1,2
4,2,5,5,2,3,1,1,4,2,3,2,3,3,2,3,3,3,4,2,3,1,3
3,2,3,1,3,3,1,4,4,3,3,2,3,3,2,4,1,2,3,3,1,3,3
2,2,3,3,3,2,1,2,4,2,2,1,2,2,2,3,3,2,2,2,3,1,3
4,3,4,4,4,4,2,3,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2
4,3,4,4,3,4,2,4,4,4,4,3,4,4,3,4,2,4,4,4,4,4,4
2,2,3,2,4,3,1,1,1,1,4,1,1,1,1,4,1,1,2,1,2,1,1
3,1,3,2,4,2,1,3,2,2,1,4,2,2,1,4,1,3,1,3,3,3,3
5,4,5,5,4,5,5,5,5,4,3,2,4,4,4,5,1,3,5,5,3,2,3
4,3,4,4,2,3,3,3,4,4,3,3,5,3,5,4,3,3,3,3,2,3,5
2,2,4,3,4,3,1,2,5,2,2,2,4,3,1,4,1,2,3,4,1,1,4
2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1
3,2,4,4,4,3,2,4,4,4,4,4,3,2,2,4,3,3,3,4,3,5,3
1,1,2,1,2,3,1,3,3,2,1,1,1,2,1,2,1,1,1,1,1,1,1
4,3,5,4,3,3,3,3,2,2,2,2,2,2,2,5,3,2,2,3,3,2,1
1,1,1,2,2,2,1,1,3,3,4,4,1,1,1,3,1,1,1,1,1,1,1
1,1,2,1,4,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
4,3,5,5,4,5,2,3,3,3,3,3,2,4,2,5,1,3,3,4,3,3,2
3,2,3,3,4,2,3,1,4,4,2,1,2,2,2,3,1,2,2,1,1,1,2
3,2,3,4,4,4,2,3,4,3,2,3,3,4,2,5,2,2,2,2,2,2,3
2,3,3,3,3,3,3,2,4,3,3,3,4,3,3,4,4,4,3,3,3,4,3
3,3,3,1,2,3,1,2,1,1,1,1,3,2,2,2,1,3,2,2,1,1,3
3,2,5,4,1,3,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1
2,3,4,4,3,4,2,1,1,1,1,1,2,2,2,4,3,4,3,3,2,1,3
2,2,2,2,3,2,1,1,1,3,3,2,2,1,2,3,1,1,1,1,1,1,2
5,3,5,4,5,5,3,5,3,2,3,2,3,1,3,4,1,2,5,3,4,4,3
5,2,5,5,4,5,1,2,1,1,1,1,2,1,3,5,1,4,4,5,5,2,4
4,3,5,4,3,4,2,4,5,4,3,3,3,3,2,3,2,2,2,3,3,4,3
4,4,5,4,4,4,5,4,4,4,3,3,3,5,3,5,4,4,4,5,3,4,4
2,2,2,4,4,3,2,2,2,3,2,2,1,1,1,1,1,4,1,2,1,2,1
5,4,5,3,5,4,5,5,5,5,3,4,5,4,5,4,5,4,4,4,5,5,5
2,2,3,4,3,3,2,3,4,3,4,2,4,3,4,4,2,4,4,4,2,3,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
1,1,3,3,2,2,1,4,2,1,1,1,4,2,1,4,1,2,1,1,3,1,2
4,2,5,5,5,4,3,2,1,1,1,1,3,4,3,3,2,3,2,3,3,5,3
4,2,3,4,4,4,1,1,1,1,1,1,2,3,2,3,1,2,1,3,2,2,2
5,3,5,5,5,5,3,1,3,3,1,1,3,2,3,5,1,4,1,3,1,1,3
5,3,5,5,3,5,3,2,3,3,3,2,3,2,3,3,2,3,4,2,3,3,4
2,1,5,5,3,2,1,2,4,2,3,2,1,1,1,1,1,1,1,2,1,1,2
4,3,4,3,2,3,3,3,4,2,1,1,3,2,2,3,1,2,2,2,1,1,3
2,1,5,5,2,4,1,4,5,4,3,3,3,2,3,3,1,2,2,2,2,2,3
2,2,4,4,3,3,3,3,3,2,2,1,2,1,2,3,1,2,2,2,3,1,2
5,3,5,5,5,5,4,4,4,4,4,5,5,4,4,5,3,5,5,3,5,5,4
4,3,4,5,5,4,2,2,4,2,2,2,3,3,3,5,1,4,3,4,1,3,3
3,3,4,4,2,5,2,3,2,2,2,2,1,2,2,4,1,2,3,2,1,2,3
3,3,5,4,3,4,3,3,3,4,3,3,5,3,5,5,2,3,2,2,3,3,5
1,1,2,3,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1
3,2,4,3,2,3,1,1,2,2,2,1,2,2,2,3,1,2,1,3,1,3,1
4,1,4,3,1,4,1,5,2,2,2,1,2,3,1,3,1,2,3,4,1,2,2
3,3,4,4,3,4,2,2,2,2,2,1,2,3,3,4,3,3,2,3,5,5,2
4,2,3,4,3,4,2,1,5,4,2,2,2,4,1,3,1,2,2,3,2,2,1
5,4,5,5,5,5,3,5,3,3,1,1,2,3,2,3,1,1,3,3,2,4,2
4,3,5,4,3,4,4,4,2,2,2,1,2,3,2,4,1,2,3,3,3,4,2
2,2,4,4,1,4,2,2,1,1,1,1,3,1,2,2,2,3,3,3,1,1,2
4,3,3,3,3,2,1,4,1,1,3,1,2,1,1,1,2,2,2,3,2,3,1
5,4,5,3,5,5,4,4,2,2,2,2,4,5,3,5,5,5,3,2,5,3,3
1,2,3,3,5,3,1,4,1,1,2,1,1,2,1,5,1,1,1,1,1,1,2
2,2,3,3,2,2,1,1,2,1,2,1,2,2,1,3,1,2,3,1,2,2,2
3,3,4,4,3,4,3,2,2,2,1,2,3,3,3,3,1,2,3,3,2,2,3
4,3,5,4,3,4,3,4,1,1,2,1,1,3,1,2,1,3,1,2,2,2,2
3,1,5,5,2,5,3,1,1,1,1,1,3,5,4,4,3,2,2,4,3,3,3
1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1
1,3,2,3,4,2,1,1,1,1,1,1,2,3,1,4,1,1,2,1,1,4,1
2,1,3,3,3,3,1,1,2,2,2,1,2,3,1,4,1,4,2,NA,1,1,3
4,2,5,5,2,4,1,2,4,3,2,2,1,2,1,3,1,1,1,2,1,1,1
4,4,5,4,3,2,1,3,3,3,2,2,3,2,2,3,2,3,2,3,1,1,2
5,4,5,5,4,5,3,4,3,3,3,4,4,3,3,4,3,4,4,3,3,4,4
3,3,4,3,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,2
4,4,5,5,4,5,1,1,4,4,2,2,4,4,4,4,2,4,4,2,3,4,4
2,2,2,2,2,3,2,4,3,1,3,3,5,4,3,5,1,2,1,2,1,3,5
2,2,4,4,4,3,3,2,4,4,3,3,1,2,1,5,1,2,1,3,2,1,1
5,2,5,5,3,5,3,3,5,5,5,5,1,3,1,5,1,1,3,4,1,5,3
5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,5,5,5,4,5,5
5,4,5,5,3,5,3,4,5,5,1,4,5,5,4,5,1,4,5,2,3,5,5
4,2,4,3,1,3,3,1,1,2,2,2,4,3,3,2,2,3,3,3,2,3,4
5,3,5,5,5,5,3,2,2,2,2,2,4,3,3,4,3,4,4,5,3,2,4
5,2,5,5,2,5,3,3,2,3,2,1,2,3,1,3,1,3,3,2,2,2,2
4,4,5,5,2,4,1,2,3,3,3,1,2,2,1,2,2,1,1,2,2,1,1
2,1,4,3,2,2,1,1,2,2,2,2,1,2,1,2,1,1,1,2,1,2,1
5,5,5,5,4,5,5,2,5,5,4,4,3,5,2,5,1,5,2,5,3,3,3
4,3,5,5,5,4,3,3,3,3,3,2,3,5,3,5,1,4,3,5,4,3,3
5,2,5,5,3,5,1,1,3,1,3,2,2,3,1,4,1,2,3,2,4,3,2
4,3,5,5,1,3,1,4,3,1,1,1,5,5,5,5,1,1,1,5,1,1,5
3,3,4,5,3,3,2,2,4,3,3,3,4,3,4,4,3,3,3,4,4,3,4
3,2,4,4,2,3,1,3,1,1,2,1,2,1,2,3,1,1,3,1,2,1,2
2,2,3,4,2,2,4,1,5,5,3,3,2,2,2,3,2,2,2,2,1,2,2
5,2,5,5,5,5,4,4,3,2,4,2,1,3,1,5,1,3,3,4,4,2,1
3,2,5,5,4,4,2,4,2,2,3,2,3,2,3,4,2,2,2,2,3,3,3
3,3,5,5,4,3,2,2,5,5,3,3,2,3,1,4,1,3,3,4,3,2,2
3,3,5,4,4,3,3,4,4,5,3,2,3,3,3,4,3,2,3,2,2,3,3
2,1,3,2,2,2,1,1,1,1,1,1,2,4,2,5,5,4,2,2,1,2,3
3,2,5,5,2,5,2,5,3,2,1,1,2,2,2,3,1,1,3,2,3,2,2
5,4,5,5,4,5,5,1,2,2,1,1,4,5,1,4,1,3,2,4,5,4,4
5,5,5,5,3,5,1,3,1,1,1,5,2,3,2,5,1,5,2,4,5,2,4
4,4,4,5,3,3,2,3,4,4,4,4,3,4,4,3,3,3,3,4,5,3,4
4,4,5,5,5,5,3,3,4,2,2,2,4,3,4,5,1,4,4,4,4,2,4
4,3,5,5,1,5,1,2,3,2,3,1,2,4,3,5,1,1,2,2,1,1,3
2,1,5,4,3,1,2,3,4,2,2,2,2,2,2,2,1,4,2,2,1,2,3
2,2,2,2,1,2,3,1,2,2,1,1,3,2,2,4,1,1,2,1,1,2,3
3,1,4,4,4,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,2
4,2,4,4,2,4,1,1,5,5,5,1,4,3,2,4,1,4,3,4,3,3,3
4,4,5,5,2,5,1,4,5,5,3,2,1,3,1,4,1,2,4,4,1,1,1
2,3,4,5,2,2,1,1,3,1,1,1,2,4,2,4,2,2,1,3,2,1,2
2,1,3,3,2,3,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2
5,5,5,5,5,5,5,5,5,3,5,1,5,1,5,5,1,5,5,5,1,5,5
2,2,3,2,2,2,2,1,2,2,2,2,1,2,2,4,1,2,4,1,1,3,3
4,2,4,4,3,4,3,3,3,3,2,1,2,2,1,2,2,2,2,2,1,1,2
1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1
5,5,5,5,4,3,4,3,4,4,4,3,3,3,4,4,2,4,4,3,4,4,3
4,2,5,5,4,4,1,2,5,4,4,2,3,4,5,3,5,2,5,3,2,4,5
2,2,4,2,2,1,2,1,2,2,2,2,2,2,1,3,1,3,2,3,1,2,2
3,2,5,5,2,2,2,4,4,4,3,1,2,2,4,4,3,4,2,3,2,4,4
5,4,5,4,4,4,4,4,4,4,4,2,4,4,4,5,2,5,4,5,4,4,5
3,3,5,5,3,4,2,1,3,3,2,1,3,3,2,2,1,1,3,3,3,3,2
2,2,3,3,1,3,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1
2,1,2,2,2,3,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,2
4,4,5,5,3,4,1,2,3,3,2,2,2,1,1,1,1,1,1,1,2,2,1
5,5,5,5,5,5,5,5,5,4,5,2,2,4,3,5,1,5,4,5,5,3,4
4,3,5,5,2,4,2,3,2,2,3,3,1,1,1,2,2,1,2,2,3,1,1
3,1,4,4,2,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1
5,4,5,4,2,4,2,2,1,2,2,1,2,3,1,4,1,2,2,3,1,2,3
5,4,5,5,4,5,3,4,4,4,4,4,3,4,4,4,4,4,5,3,3,4,3
3,3,5,5,5,5,2,5,5,5,2,1,2,3,1,3,1,4,2,4,2,3,2
4,4,5,5,4,5,3,3,3,4,4,2,3,4,3,5,2,3,5,5,2,5,4
4,2,5,4,4,4,1,1,1,1,1,1,1,4,1,3,1,2,1,1,1,1,1
3,4,4,4,4,2,1,2,2,2,1,1,2,2,1,4,1,1,2,2,4,4,2
2,4,3,3,1,2,2,1,2,1,2,2,2,2,2,3,1,4,4,2,5,2,4
2,1,3,2,2,2,1,1,3,1,1,1,2,2,2,2,1,1,1,2,3,2,2
5,4,5,5,4,5,5,4,2,2,2,1,2,3,3,2,1,2,1,1,1,2,4
2,2,4,5,3,4,3,1,3,3,4,4,2,2,1,4,1,1,2,2,3,4,2
5,4,5,5,3,5,4,3,4,4,4,3,4,5,1,3,2,5,5,4,3,3,4
5,5,5,5,4,5,3,4,4,4,4,3,4,4,3,5,3,4,4,5,4,4,4
3,3,5,5,4,4,1,4,4,3,4,3,3,3,2,4,4,2,2,3,4,2,1
3,3,5,5,4,5,1,4,2,2,4,1,3,1,2,2,3,3,1,2,3,5,2
4,4,5,5,4,5,1,3,4,4,3,1,3,3,3,3,2,4,5,3,3,4,4
3,4,5,5,4,5,3,3,3,3,4,4,3,2,4,4,1,2,3,3,2,5,4
3,2,5,3,2,3,1,1,1,1,1,1,2,4,2,4,3,3,3,4,1,3,2
1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,2,4,3,3,3,2,2,1,1,2,1,3,4,3,4,3,3,3,3,3,4,3
5,3,5,5,5,5,1,1,2,2,3,2,4,5,2,5,2,4,3,5,3,2,4
3,2,4,4,2,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
5,5,5,5,5,5,5,5,5,1,1,1,1,5,3,5,1,5,1,5,5,5,5
2,3,4,4,2,3,3,1,2,2,2,2,1,3,1,3,1,3,2,3,1,1,1
4,3,4,4,3,4,2,3,4,3,3,2,4,5,3,3,1,4,3,4,2,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1
3,2,5,5,3,5,2,1,2,2,3,2,4,4,3,3,1,3,3,2,2,2,5
4,4,4,4,3,4,4,2,4,4,4,3,2,3,3,5,2,2,3,4,4,3,3
3,3,5,5,4,5,2,4,1,1,1,1,2,2,2,3,1,2,2,1,2,3,3
4,2,3,4,4,4,2,2,3,2,2,2,3,3,3,3,2,4,3,2,3,2,3
3,2,5,5,2,4,1,2,1,1,1,1,3,3,3,3,1,1,2,1,1,2,3
3,2,4,3,1,3,2,3,1,1,1,1,4,4,3,4,1,3,2,3,2,1,4
3,3,4,3,5,3,3,4,4,3,1,1,3,3,3,3,3,3,4,3,3,3,3
3,3,3,3,4,2,3,4,4,3,4,3,3,4,3,4,3,3,4,3,4,3,4
3,1,5,4,4,4,4,4,1,1,1,1,2,2,4,1,1,2,4,3,1,1,4
5,3,5,5,5,5,5,5,3,3,3,3,3,4,3,3,4,4,4,3,5,2,5
2,3,3,3,1,3,3,4,5,5,1,1,3,4,2,5,1,2,5,5,5,1,5
2,2,2,3,3,2,2,3,3,3,3,1,2,3,2,4,4,3,3,4,4,3,3
1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1
1,1,4,4,4,4,4,2,2,2,1,1,4,1,1,3,1,3,1,3,4,1,2
5,1,5,1,5,3,1,1,5,5,2,1,1,1,5,1,1,1,5,5,1,1,1
3,2,4,3,5,3,2,4,1,2,1,2,2,2,2,3,1,1,2,1,2,2,2
5,1,4,1,5,2,1,2,5,1,2,2,1,1,2,1,5,2,3,1,3,3,2
3,3,3,4,5,4,3,4,5,5,3,1,4,3,4,2,3,2,4,1,4,4,3
3,3,3,3,3,3,3,3,4,4,2,1,2,3,2,3,1,3,3,3,1,2,3
3,3,3,3,2,1,3,3,3,4,2,2,2,3,3,3,3,3,3,4,3,4,3
5,3,4,4,5,5,3,3,1,1,1,1,3,4,3,5,3,4,4,3,4,5,3
3,2,1,3,4,2,3,3,4,2,3,4,2,1,2,2,1,3,2,3,4,2,2
5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,5,1,5,5,1,1,1,1
2,3,1,1,3,1,4,3,5,5,3,4,3,1,3,3,5,3,3,1,3,4,5
5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,1,1,1,5
3,3,3,4,4,5,1,5,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2
4,4,4,4,5,5,3,4,1,5,3,3,4,5,1,4,1,2,5,5,1,5,4
2,2,1,2,2,1,1,1,1,3,2,1,2,1,1,2,2,2,1,1,3,1,1
1,2,3,2,5,2,4,5,4,2,1,1,3,3,2,2,1,3,NA,4,4,3,3
1,1,5,5,5,5,1,5,1,5,1,1,1,1,1,5,1,1,1,1,1,1,5
1,1,1,2,2,2,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1
5,3,5,5,5,5,4,5,5,5,5,5,3,3,3,3,1,3,3,4,3,2,4
1,1,2,1,2,1,1,1,3,3,1,1,1,1,1,2,1,2,1,2,1,1,1
3,3,4,4,3,3,3,4,3,3,4,3,3,4,4,5,4,4,4,3,4,3,4
4,3,5,5,4,5,3,4,1,1,1,2,2,3,2,5,3,2,2,1,3,1,1
1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,5,1,5,5,1,1,1,5
3,2,4,4,5,4,2,4,1,1,1,1,3,2,2,3,2,3,3,3,3,2,3
1,1,1,3,2,1,1,1,2,2,3,2,2,2,3,2,1,2,2,2,1,1,3
5,5,4,5,4,5,5,5,5,4,5,2,3,5,5,5,4,4,4,4,4,4,5
4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,1,4,4,4
4,3,5,5,5,5,5,5,1,1,1,1,3,3,4,3,2,3,3,5,5,3,5
5,3,5,5,5,5,3,5,5,4,5,1,3,3,3,4,3,3,3,3,4,3,4
3,4,4,5,2,4,4,1,4,3,3,1,3,2,2,3,1,1,2,5,2,2,1
5,4,5,4,5,5,2,5,5,2,1,1,5,4,4,5,5,1,5,4,5,3,5
